,x1,x2
0,15.258,0.11508
10,14.977,-2.6211
12,12.143,-0.5106
13,12.885,-1.1093
15,17.658,0.71319
19,17.662,0.96854
26,14.861,2.2131
28,17.578,-0.26964
29,19.731,1.946
33,18.981,0.19405
34,18.518,2.7469
35,14.267,-3.2461
45,14.921,0.67022
50,14.781,-0.9857
53,18.929,0.9565
67,14.975,1.2842
70,14.777,-1.5625
74,17.361,-0.70013
78,23.34,2.3307
81,20.867,2.2477
83,18.054,0.061518
86,17.471,-1.1537
87,16.586,-2.2349
92,13.95,-0.40951
93,16.723,-1.076
97,19.224,1.2681
99,16.69,1.6614
105,17.034,1.5736
110,16.432,1.1063
111,16.414,1.842
113,14.953,0.51987
114,18.801,0.4638
117,16.854,1.3006
118,12.254,-1.1265
120,16.063,-1.4354
128,10.932,-2.2212
131,17.619,1.5622
135,12.436,-1.2427
137,17.244,0.78931
143,14.775,-0.36572
144,13.989,0.6443
149,16.102,1.0213
157,12.999,-2.1482
158,11.775,-0.60059
165,12.995,-0.82473
166,12.491,-2.5096
172,19.446,1.113
173,14.759,-1.153
175,14.087,-2.332
176,13.929,-0.90751
184,17.639,0.067232
185,15.063,1.2701
189,13.444,-2.2293
192,16.127,1.0837
193,13.898,0.048309
196,15.678,-1.5155
199,11.097,-2.6011
202,14.096,-1.4359
205,19.524,-0.091463
206,21.151,2.3114
207,16.393,1.5723
215,15.009,-1.5368
218,19.002,0.67655
220,17.417,0.10812
223,18.198,0.88574
225,13.317,-1.8464
231,12.983,-1.6985
239,17.396,0.61067
240,11.974,-3.7216
242,14.048,-1.1374
247,22.452,1.4391
248,18.785,0.56479
256,17.38,1.116
258,14.292,0.12719
266,17.026,-0.12435
269,15.152,0.57311
273,17.278,0.61458
274,22.083,3.9763
275,18.711,0.82728
278,13.63,-0.29817
279,16.19,0.39625
283,12.697,-1.4271
284,19.155,3.2682
289,21.729,1.0555
292,18.141,-0.17984
296,13.749,-1.8664
301,20.965,0.86597
302,22.008,1.8113
309,14.737,-2.1901
311,13.419,-1.8055
313,16.608,1.4033
314,16.8,1.5883
317,9.608,-2.1946
318,12.593,-1.8168
321,18.261,0.61381
322,15.115,1.3144
323,15.647,0.089636
325,13.901,-3.1765
331,17.067,1.0521
332,18.709,2.0384
335,17.602,0.20243
336,16.262,-2.3311
340,18.517,0.44469
344,13.634,-1.2226
346,13.239,-0.17156
347,13.562,-1.9132
348,19.77,-0.077887
355,13.375,-1.0351
358,17.285,-0.47255
359,18.992,-0.46847
362,12.547,-0.81593
366,17.214,-0.30894
372,12.675,-0.23186
374,15.517,0.41074
380,13.312,-0.96018
381,20.814,1.7137
385,13.565,-0.50209
390,11.881,-0.80721
393,17.984,1.9737
394,17.113,1.3644
398,15.18,-0.4553
400,15.687,-0.66863
403,20.495,-0.11856
407,19.12,-0.5543
413,17.599,-0.2089
415,19.979,1.7226
420,18.999,2.1727
424,21.908,3.4533
429,17.015,-0.92202
433,19.514,-1.0518
434,14.347,-1.5326
438,9.8114,-0.86422
439,17.554,-0.43191
448,14.147,-2.0179
449,16.445,1.7508
458,10.686,-2.3458
460,16.868,-1.7912
463,13.393,-0.94196
470,12.907,-0.28479
472,18.219,2.9029
473,15.843,0.42235
474,12.604,0.7717
478,12.681,-1.8565
479,11.326,-2.7153
482,14.635,-0.38019
485,20.569,2.2605
486,15.978,0.81834
491,22.82,0.96798
493,13.777,-1.6099
496,18.836,0.46112
