,x1,x2
156,-2.3366,-2.1629
410,-0.99695,0.66311
397,-0.82558,1.9973
276,-1.3589,8.1
320,-2.5924,4.6758
208,-1.0109,-0.0036061
269,0.55161,2.1544
118,0.45637,-1.1114
45,1.2504,1.275
201,-4.1661,-2.8836
372,-1.3714,5.1218
377,-1.3503,5.8156
255,-0.25587,6.3807
141,-3.6767,3.6762
182,-0.11825,1.2983
475,0.21637,7.3002
233,-1.0519,6.2832
198,-0.23143,3.3863
76,-4.1704,1.2283
17,-2.4236,2.1916
109,-3.1412,-2.66
354,0.50942,5.9908
427,0.52901,3.6682
462,0.21304,6.3551
133,-1.2305,8.0346
189,0.6369,7.6681
288,-1.7996,3.7829
287,0.72906,5.6699
425,-2.644,0.39518
35,0.68614,0.18117
200,-0.90691,0.027051
283,0.54985,-1.8239
158,-3.8312,-1.2315
152,0.038415,4.9069
28,-0.97853,3.2835
473,-2.7636,2.8595
236,0.7336,-0.37216
490,0.027536,3.2948
37,-3.1829,1.2536
422,-0.25555,0.41745
46,-2.0498,0.25306
382,0.83881,3.9729
100,-1.6345,2.0566
217,-0.051224,4.031
193,0.37231,7.8713
190,-0.67748,3.2118
178,-0.89504,-2.1445
428,-2.3744,2.1852
173,-0.25476,2.0736
4,-2.4081,0.8191
302,-1.6618,2.5061
123,-2.5682,-1.2128
134,-2.4739,-0.99066
72,-1.2894,4.7609
262,-0.15697,2.3479
407,0.54626,4.4536
345,1.2083,4.892
369,-1.1981,4.7594
218,-1.5837,2.0059
329,-0.56139,0.4242
61,-1.6747,2.1922
327,-0.45736,2.9424
132,-1.6631,-2.0399
455,-0.69388,-1.4768
225,0.2753,3.0088
411,-0.73723,-3.7928
161,-0.72573,0.35175
291,-0.56855,1.1831
18,-0.67406,2.9177
338,-1.9876,3.6234
176,-2.4972,-0.71271
423,-1.2334,-5.8268
194,-2.4946,-1.2659
164,0.90444,5.0144
1,-0.7276,0.58344
211,-3.0588,-0.20956
121,-2.9519,-3.4579
370,-0.59195,1.4199
49,-0.68777,-2.4712
367,-1.7627,1.75
266,1.6114,4.6894
60,0.48013,2.0235
68,-2.5408,0.7358
432,0.35352,8.6589
349,0.36869,1.3414
404,-3.7729,2.4033
454,0.059538,2.5764
441,0.62819,4.0287
20,-1.2513,1.3734
206,-2.6186,-0.91123
390,-4.3012,5.4854
31,-0.061365,4.5667
259,0.42707,2.2738
489,-2.1948,8.8655
205,-2.1786,2.6821
191,0.21058,5.4395
319,-2.9491,-3.6315
145,0.22282,1.1228
106,-2.4016,1.5768
461,-2.235,0.34285
341,-0.33566,-0.73647
43,-3.3119,-0.42383
323,-1.8596,-2.6663
322,0.6756,2.609
420,-0.44186,3.3494
110,0.40823,3.6627
328,-2.2608,1.5718
449,-1.0928,6.2894
374,-1.5204,2.6983
474,-0.54293,2.8166
360,0.50648,0.45226
69,-1.4944,2.3752
108,-2.8277,0.0011583
498,-0.48128,0.55263
484,-0.72319,-0.92949
301,-0.8934,3.5191
8,-0.092512,3.0123
226,-3.4266,-0.53393
315,0.9575,0.67882
52,-0.38985,4.7273
213,1.2679,3.7798
346,-1.4398,-4.9679
355,-3.7817,-5.3972
40,-2.4005,2.8514
456,-3.9514,1.2669
71,-0.93298,-0.94634
96,1.6297,5.4127
446,-1.3897,-2.232
230,-1.1992,2.9432
21,-1.2257,-2.2176
396,1.6552,5.1182
229,-1.799,-1.1908
438,-1.4778,-1.3617
294,-0.70586,3.5508
380,-1.1124,3.0683
463,-0.089535,0.27791
471,-1.4517,-1.3922
104,-2.1169,1.8089
265,-2.1522,4.8335
77,1.3352,2.0909
253,-2.4586,5.3539
394,0.23513,-1.0576
14,-1.3197,3.129
172,-0.06893,7.0639
465,0.77873,3.5271
417,-0.8025,1.7272
5,-1.9752,2.4473
364,-0.90107,2.5665
139,-0.15835,2.5306
167,-2.261,3.5515
447,-2.1915,3.1945
385,-2.5625,-0.94402
363,0.89807,4.7808
85,-0.32066,8.0952
144,1.1259,6.6419
149,-0.59064,-1.479
378,-3.01,-0.66993
115,-0.38496,0.9691
166,-0.36268,8.0405
199,2.2043,6.0074
148,-2.0414,1.1955
89,0.048537,5.1044
47,1.1032,5.3844
310,-2.5962,-1.7024
136,-3.0125,5.1727
74,-0.93926,3.952
44,-1.5342,0.66962
177,-1.4197,1.9399
25,-0.72631,3.293
270,1.1299,-1.0372
19,-2.4787,3.8009
94,0.39697,4.7711
450,0.68101,4.8372
57,-1.4944,1.4165
98,-1.7492,3.5572
113,-0.094887,4.2272
359,0.69312,1.0832
415,-0.19439,-0.56691
499,-0.8969,-1.4636
444,-1.1909,0.099741
488,-3.3956,2.9469
453,-1.5097,3.321
242,1.3012,4.7255
361,-0.19722,1.4482
366,-3.9889,-0.9697
470,-0.51667,-2.2528
388,-0.044431,2.8614
260,-0.44339,1.3932
326,-2.6863,-0.16394
64,-2.1503,3.0051
402,-1.7355,-0.58146
445,-0.73054,2.4764
228,-0.4448,3.2712
58,-2.0852,1.3572
487,-0.98173,2.8357
