,x1,x2,Class
0,394.53125,2253.90625,1
1,433.59375,2144.53125,1
2,445.3125,2054.6875,1
3,429.6875,2042.96875,1
4,386.71875,2136.71875,1
5,433.59375,2042.96875,1
6,472.65625,2023.4375,1
7,410.15625,2136.71875,1
8,476.5625,2023.4375,1
9,410.15625,2191.40625,1
10,394.53125,2207.03125,1
11,382.8125,2031.25,1
12,425.78125,2050.78125,1
13,402.34375,2226.5625,1
14,445.3125,2046.875,1
15,460.9375,2085.9375,1
16,339.84375,2269.53125,1
17,417.96875,2085.9375,1
18,441.40625,2027.34375,1
19,437.5,2101.5625,1
20,457.03125,2105.46875,1
21,390.625,2242.1875,1
22,460.9375,2074.21875,1
23,484.375,2046.875,1
24,441.40625,2000.0,1
25,441.40625,2050.78125,1
26,433.59375,2027.34375,1
27,390.625,2269.53125,1
28,371.09375,1921.875,1
29,417.96875,2148.4375,1
30,480.46875,2050.78125,1
31,429.6875,2003.90625,1
32,429.6875,2027.34375,1
33,429.6875,2101.5625,1
34,445.3125,2101.5625,1
35,421.875,2027.34375,1
36,390.625,2242.1875,1
37,429.6875,2140.625,1
38,410.15625,2246.09375,1
39,371.09375,2000.0,1
40,296.875,2058.59375,1
41,398.4375,2230.46875,1
42,410.15625,2144.53125,1
43,375.0,2257.8125,1
44,425.78125,2082.03125,1
45,375.0,2011.71875,1
46,433.59375,2105.46875,1
47,378.90625,2070.3125,1
48,460.9375,2074.21875,1
49,472.65625,2031.25,1
50,417.96875,2054.6875,1
51,453.125,2121.09375,1
52,441.40625,2062.5,1
53,417.96875,2125.0,1
54,363.28125,2269.53125,1
55,367.1875,2277.34375,1
56,406.25,2250.0,1
57,429.6875,2121.09375,1
58,382.8125,2132.8125,1
59,359.375,2089.84375,1
60,449.21875,2074.21875,1
61,414.0625,2148.4375,1
62,433.59375,2019.53125,1
63,351.5625,2285.15625,1
64,488.28125,2035.15625,1
65,433.59375,2113.28125,1
66,398.4375,2140.625,1
67,460.9375,2054.6875,1
68,226.5625,2121.09375,1
69,437.5,2082.03125,1
70,402.34375,2203.125,1
71,382.8125,2285.15625,1
72,1082.03125,2296.875,1
73,425.78125,2015.625,1
74,414.0625,2035.15625,1
75,437.5,2121.09375,1
76,492.1875,2101.5625,1
77,441.40625,2027.34375,1
78,527.34375,2066.40625,1
79,281.25,2261.71875,1
80,355.46875,2285.15625,1
81,445.3125,2148.4375,1
82,425.78125,2121.09375,1
83,386.71875,2253.90625,1
84,417.96875,2054.6875,1
85,437.5,2136.71875,1
86,460.9375,2085.9375,1
87,500.0,2027.34375,1
88,402.34375,2042.96875,1
89,433.59375,2035.15625,1
90,390.625,2246.09375,1
91,398.4375,2230.46875,1
92,382.8125,2289.0625,1
93,367.1875,1699.21875,1
94,476.5625,2078.125,1
95,398.4375,2253.90625,1
96,457.03125,2023.4375,1
97,468.75,2082.03125,1
98,390.625,2152.34375,1
99,460.9375,2109.375,1
100,371.09375,2281.25,1
101,398.4375,2257.8125,1
102,480.46875,2078.125,1
103,453.125,2054.6875,1
104,429.6875,2027.34375,1
105,484.375,2105.46875,1
106,429.6875,2039.0625,1
107,425.78125,2113.28125,1
108,3.90625,414.0625,1
109,351.5625,2046.875,1
110,421.875,2023.4375,1
111,437.5,2046.875,1
112,425.78125,2039.0625,1
113,296.875,2054.6875,1
114,398.4375,1988.28125,1
115,472.65625,2085.9375,1
116,484.375,2101.5625,1
117,441.40625,2128.90625,1
118,421.875,2113.28125,1
119,496.09375,2085.9375,1
120,480.46875,2093.75,1
121,496.09375,2113.28125,1
122,429.6875,2027.34375,1
123,468.75,2082.03125,1
124,429.6875,2031.25,1
125,421.875,2015.625,1
126,437.5,2085.9375,1
127,441.40625,2046.875,1
128,425.78125,1992.1875,1
129,394.53125,2238.28125,1
130,402.34375,2207.03125,1
131,417.96875,2031.25,1
132,414.0625,1996.09375,1
133,484.375,2035.15625,1
134,437.5,2066.40625,1
135,410.15625,2128.90625,1
136,417.96875,2027.34375,1
137,417.96875,2050.78125,1
138,410.15625,1996.09375,1
139,437.5,1093.75,1
140,457.03125,2066.40625,1
141,324.21875,2285.15625,1
142,445.3125,2015.625,1
143,429.6875,2027.34375,1
144,433.59375,2046.875,1
145,515.625,2085.9375,1
146,457.03125,2082.03125,1
147,445.3125,2007.8125,1
148,398.4375,2207.03125,1
149,378.90625,2238.28125,1
150,429.6875,2089.84375,1
151,445.3125,2125.0,1
