,x1,x2
2103,394.53125,2253.90625
1455,433.59375,2144.53125
539,445.3125,2054.6875
1415,429.6875,2042.96875
1741,386.71875,2136.71875
252,433.59375,2042.96875
609,472.65625,2023.4375
1748,410.15625,2136.71875
472,476.5625,2023.4375
2044,410.15625,2191.40625
2050,394.53125,2207.03125
206,382.8125,2031.25
380,425.78125,2050.78125
2146,402.34375,2226.5625
1346,445.3125,2046.875
1531,460.9375,2085.9375
2207,339.84375,2269.53125
1334,417.96875,2085.9375
235,441.40625,2027.34375
1227,437.5,2101.5625
853,457.03125,2105.46875
110,390.625,2242.1875
918,460.9375,2074.21875
1130,484.375,2046.875
1292,441.40625,2000.0
1345,441.40625,2050.78125
385,433.59375,2027.34375
34,390.625,2269.53125
2277,371.09375,1921.875
1205,417.96875,2148.4375
1127,480.46875,2050.78125
319,429.6875,2003.90625
1680,429.6875,2027.34375
1235,429.6875,2101.5625
1523,445.3125,2101.5625
166,421.875,2027.34375
2245,390.625,2242.1875
1796,429.6875,2140.625
2128,410.15625,2246.09375
297,371.09375,2000.0
1306,296.875,2058.59375
2004,398.4375,2230.46875
1456,410.15625,2144.53125
2225,375.0,2257.8125
1635,425.78125,2082.03125
295,375.0,2011.71875
1487,433.59375,2105.46875
515,378.90625,2070.3125
1092,460.9375,2074.21875
572,472.65625,2031.25
370,417.96875,2054.6875
828,453.125,2121.09375
1394,441.40625,2062.5
637,417.96875,2125.0
2215,363.28125,2269.53125
2217,367.1875,2277.34375
2137,406.25,2250.0
1772,429.6875,2121.09375
1161,382.8125,2132.8125
510,359.375,2089.84375
1847,449.21875,2074.21875
1755,414.0625,2148.4375
333,433.59375,2019.53125
1891,351.5625,2285.15625
605,488.28125,2035.15625
1479,433.59375,2113.28125
1740,398.4375,2140.625
1656,460.9375,2054.6875
1565,226.5625,2121.09375
1054,437.5,2082.03125
2039,402.34375,2203.125
24,382.8125,2285.15625
118,1082.03125,2296.875
216,425.78125,2015.625
1718,414.0625,2035.15625
666,437.5,2121.09375
864,492.1875,2101.5625
234,441.40625,2027.34375
792,527.34375,2066.40625
1878,281.25,2261.71875
1893,355.46875,2285.15625
1803,445.3125,2148.4375
651,425.78125,2121.09375
2222,386.71875,2253.90625
1622,417.96875,2054.6875
1809,437.5,2136.71875
1301,460.9375,2085.9375
485,500.0,2027.34375
1717,402.34375,2042.96875
1672,433.59375,2035.15625
2239,390.625,2246.09375
1996,398.4375,2230.46875
22,382.8125,2289.0625
2285,367.1875,1699.21875
1080,476.5625,2078.125
81,398.4375,2253.90625
283,457.03125,2023.4375
744,468.75,2082.03125
1158,390.625,2152.34375
840,460.9375,2109.375
1976,371.09375,2281.25
46,398.4375,2257.8125
765,480.46875,2078.125
1388,453.125,2054.6875
345,429.6875,2027.34375
860,484.375,2105.46875
272,429.6875,2039.0625
1840,425.78125,2113.28125
2282,3.90625,414.0625
202,351.5625,2046.875
1704,421.875,2023.4375
1266,437.5,2046.875
1700,425.78125,2039.0625
1305,296.875,2054.6875
308,398.4375,1988.28125
730,472.65625,2085.9375
858,484.375,2101.5625
1834,441.40625,2128.90625
664,421.875,2113.28125
885,496.09375,2085.9375
946,480.46875,2093.75
993,496.09375,2113.28125
186,429.6875,2027.34375
729,468.75,2082.03125
1678,429.6875,2031.25
330,421.875,2015.625
1049,437.5,2085.9375
1267,441.40625,2046.875
412,425.78125,1992.1875
77,394.53125,2238.28125
2022,402.34375,2207.03125
1702,417.96875,2031.25
290,414.0625,1996.09375
606,484.375,2035.15625
1395,437.5,2066.40625
1186,410.15625,2128.90625
1694,417.96875,2027.34375
365,417.96875,2050.78125
421,410.15625,1996.09375
1296,437.5,1093.75
1377,457.03125,2066.40625
1886,324.21875,2285.15625
1286,445.3125,2015.625
240,429.6875,2027.34375
1855,433.59375,2046.875
