,x1,x2
1,269.53125,2265.625
2,257.8125,2261.71875
4,285.15625,2292.96875
12,335.9375,1175.78125
17,371.09375,1941.40625
21,378.90625,1898.4375
27,390.625,2281.25
30,386.71875,2285.15625
31,386.71875,2273.4375
32,394.53125,2273.4375
35,390.625,2265.625
36,390.625,2269.53125
44,394.53125,2257.8125
47,390.625,2246.09375
56,402.34375,2250.0
62,394.53125,2242.1875
63,402.34375,2246.09375
64,398.4375,2238.28125
65,398.4375,2246.09375
67,398.4375,2238.28125
69,402.34375,2234.375
70,402.34375,2238.28125
71,394.53125,2234.375
86,390.625,2238.28125
87,398.4375,2250.0
90,386.71875,2257.8125
92,390.625,2253.90625
99,382.8125,2246.09375
101,386.71875,2234.375
108,382.8125,2238.28125
111,3.90625,417.96875
114,378.90625,2269.53125
115,406.25,2265.625
116,378.90625,2242.1875
127,402.34375,1941.40625
129,406.25,1941.40625
132,414.0625,1937.5
134,421.875,1941.40625
137,425.78125,1957.03125
142,425.78125,1960.9375
144,425.78125,1968.75
154,429.6875,2000.0
155,425.78125,2003.90625
157,425.78125,2003.90625
158,425.78125,2007.8125
163,421.875,2019.53125
168,410.15625,2027.34375
175,425.78125,2035.15625
177,417.96875,2023.4375
178,417.96875,2023.4375
179,429.6875,2031.25
182,421.875,2031.25
183,425.78125,2031.25
188,429.6875,2031.25
190,433.59375,2027.34375
191,417.96875,2027.34375
192,429.6875,2027.34375
194,417.96875,2003.90625
195,429.6875,2003.90625
196,433.59375,1992.1875
198,316.40625,2058.59375
201,335.9375,2046.875
203,359.375,2050.78125
204,371.09375,2046.875
209,398.4375,2031.25
210,406.25,2027.34375
211,406.25,2019.53125
212,410.15625,2015.625
214,410.15625,2015.625
219,421.875,2019.53125
221,421.875,2015.625
222,421.875,2015.625
223,417.96875,2015.625
224,414.0625,2015.625
229,417.96875,2011.71875
230,437.5,2023.4375
231,425.78125,2019.53125
238,437.5,2031.25
253,429.6875,2042.96875
256,421.875,2039.0625
263,421.875,2039.0625
274,437.5,2042.96875
279,441.40625,2031.25
282,453.125,2027.34375
288,453.125,1976.5625
296,367.1875,2003.90625
303,394.53125,1976.5625
304,398.4375,1980.46875
306,398.4375,1992.1875
314,414.0625,2003.90625
318,406.25,2000.0
332,425.78125,2019.53125
335,410.15625,2015.625
336,449.21875,2019.53125
337,429.6875,2019.53125
341,433.59375,2023.4375
342,425.78125,2023.4375
343,425.78125,2023.4375
347,421.875,2027.34375
350,429.6875,2035.15625
354,417.96875,2035.15625
355,417.96875,2039.0625
369,417.96875,2054.6875
371,417.96875,2050.78125
372,417.96875,2050.78125
373,417.96875,2050.78125
378,421.875,2046.875
382,437.5,2054.6875
393,460.9375,1929.6875
394,492.1875,1910.15625
396,363.28125,1929.6875
398,359.375,1960.9375
399,363.28125,1968.75
400,375.0,1972.65625
405,398.4375,1980.46875
408,402.34375,1988.28125
410,429.6875,1984.375
413,445.3125,1992.1875
416,425.78125,1996.09375
419,421.875,1996.09375
428,437.5,2011.71875
429,433.59375,2011.71875
430,425.78125,2015.625
431,421.875,2019.53125
433,425.78125,2019.53125
440,441.40625,2027.34375
442,433.59375,2023.4375
444,464.84375,2023.4375
448,464.84375,2023.4375
449,453.125,2019.53125
452,441.40625,2019.53125
455,457.03125,2015.625
456,468.75,2019.53125
459,476.5625,2019.53125
462,445.3125,2011.71875
464,460.9375,2019.53125
466,460.9375,2023.4375
473,468.75,2019.53125
474,468.75,2019.53125
477,468.75,2015.625
478,472.65625,2019.53125
482,484.375,2023.4375
484,492.1875,2023.4375
486,511.71875,2023.4375
488,464.84375,2019.53125
491,488.28125,2023.4375
493,476.5625,2015.625
495,492.1875,2007.8125
500,507.8125,1949.21875
501,511.71875,1921.875
506,355.46875,2101.5625
509,363.28125,2101.5625
517,406.25,2062.5
519,414.0625,2070.3125
520,414.0625,2070.3125
521,410.15625,2070.3125
522,402.34375,2054.6875
526,421.875,2050.78125
532,421.875,2062.5
533,421.875,2062.5
534,421.875,2058.59375
535,421.875,2062.5
538,453.125,2054.6875
544,453.125,2054.6875
546,429.6875,2042.96875
547,441.40625,2042.96875
549,449.21875,2046.875
552,449.21875,2042.96875
553,453.125,2039.0625
561,457.03125,2042.96875
