,x1,x2
0,785.15625,1152.34375
6,781.25,1085.9375
8,773.4375,1097.65625
9,769.53125,1109.375
10,761.71875,1109.375
17,761.71875,1117.1875
20,765.625,1113.28125
24,765.625,1117.1875
27,753.90625,1121.09375
28,757.8125,1117.1875
29,750.0,1117.1875
38,730.46875,1132.8125
39,722.65625,1136.71875
40,730.46875,1128.90625
41,722.65625,1140.625
43,722.65625,1144.53125
50,718.75,1148.4375
51,718.75,1148.4375
60,703.125,1152.34375
65,707.03125,1148.4375
76,703.125,1140.625
77,699.21875,1148.4375
79,703.125,1144.53125
80,691.40625,1148.4375
82,707.03125,1148.4375
85,687.5,1148.4375
88,691.40625,1148.4375
92,699.21875,1148.4375
93,695.3125,1156.25
95,695.3125,1156.25
96,699.21875,1160.15625
97,699.21875,1164.0625
106,695.3125,1152.34375
108,695.3125,1128.90625
110,695.3125,1113.28125
112,695.3125,1093.75
122,703.125,1093.75
125,695.3125,1082.03125
126,695.3125,1085.9375
128,695.3125,1089.84375
130,691.40625,1101.5625
132,695.3125,1101.5625
136,695.3125,1109.375
137,699.21875,1113.28125
140,703.125,1113.28125
142,703.125,1117.1875
143,703.125,1121.09375
144,703.125,1121.09375
149,707.03125,1136.71875
150,707.03125,1140.625
151,710.9375,1144.53125
156,703.125,1152.34375
163,703.125,1152.34375
164,687.5,1164.0625
166,718.75,1160.15625
171,687.5,1097.65625
178,687.5,1054.6875
179,687.5,1050.78125
180,683.59375,1046.875
182,691.40625,1050.78125
185,695.3125,1058.59375
188,699.21875,1058.59375
189,695.3125,1066.40625
191,687.5,1070.3125
193,699.21875,1066.40625
194,691.40625,1078.125
196,691.40625,1082.03125
197,691.40625,1082.03125
199,691.40625,1085.9375
200,695.3125,1085.9375
201,695.3125,1085.9375
202,695.3125,1089.84375
204,691.40625,1097.65625
209,695.3125,1105.46875
211,695.3125,1109.375
216,699.21875,1121.09375
217,699.21875,1121.09375
219,699.21875,1125.0
223,699.21875,1136.71875
231,699.21875,1152.34375
234,703.125,1152.34375
235,703.125,1152.34375
236,703.125,1152.34375
237,703.125,1152.34375
239,703.125,1148.4375
243,703.125,1156.25
246,703.125,1152.34375
248,703.125,1175.78125
250,667.96875,1199.21875
255,707.03125,1140.625
256,707.03125,1148.4375
257,707.03125,1128.90625
261,707.03125,1105.46875
262,707.03125,1109.375
266,707.03125,1128.90625
268,710.9375,1136.71875
271,714.84375,1132.8125
274,718.75,1132.8125
276,714.84375,1140.625
284,718.75,1152.34375
287,718.75,1160.15625
289,718.75,1164.0625
291,718.75,1164.0625
292,718.75,1164.0625
294,722.65625,1171.875
297,722.65625,1171.875
298,722.65625,1175.78125
299,722.65625,1175.78125
302,722.65625,1183.59375
309,722.65625,1203.125
312,722.65625,1210.9375
315,726.5625,1214.84375
324,726.5625,1226.5625
325,726.5625,1226.5625
327,718.75,1234.375
339,710.9375,1226.5625
340,726.5625,1226.5625
341,730.46875,1203.125
342,710.9375,1199.21875
347,714.84375,1179.6875
349,722.65625,1175.78125
351,726.5625,1175.78125
355,734.375,1183.59375
359,742.1875,1191.40625
362,746.09375,1195.3125
366,742.1875,1199.21875
367,742.1875,1207.03125
371,742.1875,1226.5625
376,746.09375,1238.28125
378,746.09375,1246.09375
382,746.09375,1261.71875
386,750.0,1277.34375
395,753.90625,1292.96875
403,753.90625,1289.0625
405,753.90625,1285.15625
406,753.90625,1289.0625
408,753.90625,1285.15625
413,753.90625,1289.0625
416,753.90625,1289.0625
418,753.90625,1289.0625
426,742.1875,1273.4375
429,746.09375,1265.625
432,761.71875,1242.1875
435,710.9375,1160.15625
437,699.21875,1187.5
438,710.9375,1175.78125
441,714.84375,1167.96875
448,726.5625,1148.4375
455,730.46875,1156.25
463,730.46875,1164.0625
466,730.46875,1167.96875
467,730.46875,1171.875
471,734.375,1175.78125
472,734.375,1179.6875
475,730.46875,1183.59375
477,734.375,1183.59375
479,730.46875,1191.40625
480,734.375,1191.40625
484,726.5625,1199.21875
490,730.46875,1214.84375
495,730.46875,1218.75
498,734.375,1226.5625
500,734.375,1230.46875
501,730.46875,1234.375
502,734.375,1234.375
509,726.5625,1238.28125
511,730.46875,1238.28125
516,730.46875,1242.1875
517,734.375,1242.1875
520,726.5625,1242.1875
526,722.65625,1234.375
527,714.84375,1230.46875
528,718.75,1230.46875
529,718.75,1226.5625
532,632.8125,1152.34375
537,746.09375,1140.625
538,738.28125,1136.71875
540,742.1875,1136.71875
544,761.71875,1121.09375
551,765.625,1109.375
554,761.71875,1109.375
556,765.625,1109.375
558,769.53125,1109.375
560,773.4375,1109.375
567,769.53125,1109.375
568,773.4375,1117.1875
570,777.34375,1113.28125
573,773.4375,1117.1875
575,773.4375,1117.1875
583,765.625,1117.1875
585,761.71875,1121.09375
587,765.625,1121.09375
591,757.8125,1121.09375
596,757.8125,1121.09375
598,753.90625,1121.09375
610,757.8125,1144.53125
613,726.5625,1152.34375
615,714.84375,1167.96875
616,695.3125,1167.96875
618,781.25,1246.09375
619,664.0625,1156.25
620,671.875,1085.9375
622,742.1875,1121.09375
628,761.71875,1101.5625
646,750.0,1097.65625
647,753.90625,1101.5625
668,750.0,1109.375
676,750.0,1113.28125
677,746.09375,1113.28125
680,750.0,1117.1875
683,750.0,1121.09375
687,753.90625,1125.0
693,750.0,1125.0
696,750.0,1128.90625
699,753.90625,1128.90625
706,757.8125,1140.625
721,234.375,1117.1875
734,800.78125,1125.0
738,804.6875,1113.28125
740,792.96875,1113.28125
745,789.0625,1109.375
752,789.0625,1101.5625
759,789.0625,1117.1875
761,789.0625,1117.1875
771,789.0625,1121.09375
772,785.15625,1121.09375
775,785.15625,1128.90625
778,789.0625,1132.8125
783,789.0625,1132.8125
787,792.96875,1132.8125
796,789.0625,1144.53125
804,785.15625,1152.34375
810,781.25,1144.53125
811,785.15625,1156.25
812,785.15625,1156.25
814,785.15625,1156.25
815,781.25,1152.34375
823,781.25,1148.4375
828,781.25,1164.0625
831,804.6875,1167.96875
833,773.4375,1171.875
835,730.46875,1167.96875
837,730.46875,1269.53125
843,781.25,1136.71875
852,785.15625,1117.1875
854,781.25,1113.28125
855,781.25,1117.1875
858,777.34375,1117.1875
859,777.34375,1109.375
869,777.34375,1093.75
872,777.34375,1089.84375
875,777.34375,1082.03125
878,777.34375,1105.46875
880,769.53125,1109.375
882,773.4375,1121.09375
884,773.4375,1128.90625
885,769.53125,1132.8125
889,773.4375,1117.1875
890,769.53125,1117.1875
894,773.4375,1132.8125
902,769.53125,1140.625
903,773.4375,1132.8125
906,769.53125,1144.53125
907,769.53125,1148.4375
909,769.53125,1144.53125
911,773.4375,1148.4375
913,777.34375,1140.625
922,781.25,1148.4375
924,781.25,1152.34375
927,785.15625,1152.34375
943,781.25,1156.25
945,785.15625,1156.25
960,777.34375,1167.96875
962,750.0,1187.5
963,675.78125,1171.875
972,785.15625,1125.0
974,777.34375,1121.09375
978,773.4375,1117.1875
981,769.53125,1109.375
985,773.4375,1109.375
987,769.53125,1109.375
994,769.53125,1109.375
995,769.53125,1109.375
1002,769.53125,1105.46875
1004,773.4375,1101.5625
1006,773.4375,1105.46875
1007,769.53125,1101.5625
1009,777.34375,1101.5625
1010,777.34375,1101.5625
1020,777.34375,1109.375
1027,773.4375,1109.375
1032,769.53125,1109.375
1033,769.53125,1109.375
1034,769.53125,1113.28125
1044,769.53125,1125.0
1045,773.4375,1117.1875
1046,773.4375,1121.09375
1050,781.25,1125.0
1052,785.15625,1128.90625
1053,785.15625,1128.90625
1054,789.0625,1125.0
1059,812.5,1121.09375
1066,730.46875,1152.34375
1067,738.28125,1156.25
1069,648.4375,1156.25
1072,718.75,1117.1875
1076,742.1875,1093.75
1077,738.28125,1085.9375
1078,738.28125,1066.40625
1081,730.46875,1066.40625
1082,730.46875,1085.9375
1084,738.28125,1062.5
1089,714.84375,1070.3125
1093,718.75,1066.40625
1097,722.65625,1054.6875
1101,714.84375,1050.78125
1104,703.125,1039.0625
1105,699.21875,1042.96875
1110,703.125,1039.0625
1114,707.03125,1046.875
1116,703.125,1050.78125
1122,710.9375,1074.21875
1123,714.84375,1078.125
1132,710.9375,1070.3125
1142,714.84375,1085.9375
1144,710.9375,1117.1875
1147,714.84375,1109.375
1149,718.75,1089.84375
1150,714.84375,1085.9375
1155,718.75,1074.21875
1157,710.9375,1078.125
1158,714.84375,1066.40625
1159,710.9375,1078.125
1165,718.75,1078.125
1171,714.84375,1078.125
1176,722.65625,1070.3125
1178,710.9375,1074.21875
1187,734.375,1058.59375
1192,734.375,1042.96875
1193,726.5625,1050.78125
1194,730.46875,1035.15625
1195,726.5625,1035.15625
1197,726.5625,1011.71875
1198,746.09375,1070.3125
1202,710.9375,953.125
1205,214.84375,1128.90625
1208,742.1875,1222.65625
1209,773.4375,1183.59375
1211,746.09375,1125.0
1213,328.125,804.6875
1215,804.6875,1117.1875
1220,750.0,1085.9375
1221,742.1875,1078.125
1222,750.0,1082.03125
1223,742.1875,1082.03125
1224,734.375,1070.3125
1229,730.46875,1058.59375
1232,730.46875,1070.3125
1243,730.46875,1062.5
1244,726.5625,1078.125
1245,726.5625,1070.3125
1249,726.5625,1078.125
1251,730.46875,1074.21875
1253,730.46875,1082.03125
1254,734.375,1082.03125
1255,738.28125,1085.9375
1259,738.28125,1097.65625
1262,742.1875,1097.65625
1264,742.1875,1101.5625
1268,746.09375,1105.46875
1276,742.1875,1105.46875
1288,742.1875,1105.46875
1291,742.1875,1101.5625
1299,750.0,1097.65625
1302,750.0,1101.5625
1303,742.1875,1097.65625
1304,746.09375,1105.46875
1305,746.09375,1101.5625
1306,746.09375,1093.75
1310,746.09375,1101.5625
1312,750.0,1089.84375
1313,746.09375,1097.65625
1315,742.1875,1101.5625
1317,753.90625,1093.75
1322,742.1875,1097.65625
1323,742.1875,1097.65625
1324,742.1875,1089.84375
1327,738.28125,1085.9375
1332,757.8125,1078.125
1341,355.46875,812.5
1342,609.375,1054.6875
1343,332.03125,832.03125
1344,714.84375,1113.28125
1347,753.90625,1085.9375
1351,738.28125,1093.75
1352,730.46875,1085.9375
1353,730.46875,1007.8125
1369,343.75,781.25
1371,746.09375,1027.34375
1372,761.71875,992.1875
1374,746.09375,1050.78125
1378,359.375,769.53125
1380,769.53125,1046.875
1382,773.4375,1062.5
1384,777.34375,1042.96875
1386,781.25,1066.40625
1387,781.25,1070.3125
1388,781.25,1070.3125
1391,769.53125,1085.9375
1392,773.4375,1101.5625
1393,781.25,1039.0625
1396,785.15625,1062.5
1399,769.53125,1097.65625
1404,777.34375,1113.28125
1413,777.34375,1113.28125
1415,773.4375,1128.90625
1420,796.875,1097.65625
1425,781.25,1121.09375
1428,781.25,1117.1875
1433,781.25,1097.65625
1436,777.34375,1097.65625
1440,769.53125,1109.375
1442,781.25,1101.5625
1443,769.53125,1128.90625
1444,789.0625,1089.84375
1445,777.34375,1101.5625
1447,781.25,1085.9375
1448,742.1875,1125.0
1449,796.875,1058.59375
1450,765.625,1097.65625
1452,769.53125,1078.125
1455,750.0,1101.5625
1457,753.90625,1093.75
1460,773.4375,1082.03125
1468,355.46875,777.34375
1470,238.28125,1019.53125
1473,253.90625,804.6875
1474,722.65625,1070.3125
1477,707.03125,1042.96875
1484,703.125,1042.96875
1487,687.5,1027.34375
1488,687.5,1027.34375
1489,687.5,1019.53125
1494,699.21875,1027.34375
1499,691.40625,1035.15625
1505,691.40625,1027.34375
1511,699.21875,1039.0625
1512,699.21875,1046.875
1514,703.125,1050.78125
1520,707.03125,1066.40625
1528,707.03125,1082.03125
1534,710.9375,1078.125
1537,710.9375,1085.9375
1538,710.9375,1085.9375
1540,710.9375,1085.9375
1543,710.9375,1082.03125
1544,707.03125,1085.9375
1546,707.03125,1085.9375
1548,710.9375,1085.9375
1552,710.9375,1089.84375
1555,714.84375,1117.1875
1558,722.65625,1089.84375
1560,722.65625,1093.75
1569,734.375,1089.84375
1577,730.46875,1089.84375
1578,734.375,1089.84375
1581,722.65625,1125.0
1582,746.09375,1070.3125
1583,734.375,1093.75
1588,742.1875,1089.84375
1591,738.28125,1085.9375
1596,734.375,1082.03125
1597,734.375,1082.03125
1601,750.0,1054.6875
1602,730.46875,1078.125
1603,761.71875,1449.21875
1604,734.375,1062.5
1607,714.84375,1058.59375
1609,710.9375,1042.96875
1612,714.84375,1031.25
1616,687.5,1367.1875
1620,136.71875,832.03125
1622,792.96875,1136.71875
1624,804.6875,1089.84375
1626,796.875,1097.65625
1628,785.15625,1089.84375
1629,796.875,1058.59375
1630,777.34375,1078.125
1636,773.4375,1019.53125
1638,761.71875,1046.875
1653,753.90625,1042.96875
1660,738.28125,1058.59375
1661,328.125,757.8125
1663,738.28125,1058.59375
